index,Name,Longitude,Latitude,Type,b_id
1,Centro de Salud Nivel 1 Villa Lugano 6 (CeSAC Nº 43),-58.466629408061294,-34.6778089390512,community health center,30
2,Centro de Salud Nivel 1 Villa Lugano 7 (CeSAC Nº 44),-58.4673635405403,-34.6607303120847,community health center,30
3,Centro de Salud Nivel 1 Almagro (CeSAC N° 38),-58.4215702058292,-34.606588218734395,community health center,12
4,Centro de Salud Nivel 1 La Boca 2 (CeSAC N° 41),-58.3579247623333,-34.6313266810211,community health center,24
5,Centro de Salud Nivel 1 Villa Lugano 1 (CeSAC N° 5),-58.495128113003105,-34.6704648839264,community health center,30
6,Centro de Salud Nivel 1 San Cristóbal (CeSAC N° 45),-58.4022498496126,-34.625391349763795,community health center,5
7,Centro de Salud Nivel 1 La Boca 1 (CeSAC N° 9),-58.3659080000432,-34.640107089047106,community health center,24
8,Centro de Salud Nivel 1 Barracas 2 (CeSAC N° 8),-58.3973625693379,-34.656043846402504,community health center,32
9,Centro de Salud Nivel 1 Villa Lugano 2 (CeSAC N° 7),-58.4912772319533,-34.6779194836943,community health center,30
10,Centro de Salud Nivel 1 Villa Soldati (CeSAC N° 6),-58.44246299635079,-34.6656342249534,community health center,37
11,Centro de Salud Nivel 1 Mataderos 2 (CeSAC N° 37),-58.50427381640449,-34.6655642847012,community health center,18
12,Centro de Salud Nivel 1 Barracas 6 (CeSAC N° 35),-58.399748469498796,-34.6562704964316,community health center,32
13,Centro de Salud Nivel 1 Palermo 3 (CeSAC N° 33),-58.441617140209395,-34.586372671781,community health center,0
14,Centro de Salud Nivel 1 Barracas 4 (CeSAC N° 30),-58.404616160074795,-34.6498751035016,community health center,32
15,Centro de Salud Nivel 1 Villa Lugano 5 (CeSAC N° 29),-58.4866078286625,-34.6846131572289,community health center,30
16,Centro de Salud Nivel 1 Saavedra (CeSAC N° 27),-58.4868366150183,-34.547647179932696,community health center,15
17,Centro de Salud Nivel 1 Palermo 2 (CeSAC N° 26),-58.425644143688295,-34.5872377766862,community health center,0
18,Centro de Salud Nivel 1 Retiro 2 (CeSAC N° 25),-58.3822249756992,-34.581831705584,community health center,35
19,Centro de Salud Nivel 1 Retiro 1 (CeSAC N° 21),-58.37324211544471,-34.584665441877604,community health center,35
20,Centro de Salud Nivel 1 San Telmo (CeSAC N° 15),-58.3724592370497,-34.6207820095087,community health center,41
22,Centro de Salud Nivel 1 Flores 2 (CeSAC N° 20),-58.438095847567,-34.6493682386374,community health center,19
23,Centro de Salud Nivel 1 Flores 1 (CeSAC N° 19),-58.441886542414295,-34.6434765271622,community health center,19
24,Centro de Salud Nivel 1 Villa Lugano 4 (CeSAC N° 18),-58.468012478617794,-34.6737702265593,community health center,30
25,Centro de Salud Nivel 1 Palermo 1 (CeSAC N° 17),-58.41994136835179,-34.59265492033,community health center,0
26,Centro de Salud Nivel 1 Flores 3 (CeSAC N° 31),-58.4336749298209,-34.6458306434842,community health center,19
27,Centro de Salud Nivel 1 Floresta (CeSAC N° 36),-58.4917855634719,-34.621824019783205,community health center,8
28,Centro de Salud Nivel 1 Villa Lugano 8 (CeSAC N° 28),-58.4641132998869,-34.6849948172069,community health center,30
29,Centro de Salud Nivel 1 Mataderos 1 (CeSAC N° 4),-58.506912862895405,-34.655623412729696,community health center,18
30,Centro de Salud Nivel 1 Villa Lugano 9 (CeSAC N° 3),-58.4643352585501,-34.6846295679549,community health center,30
31,Centro de Salud Nivel 1 Balvanera (CeSAC N° 11),-58.41068799087849,-34.5988478008354,community health center,4
32,Centro de Salud Nivel 1 Villa Urquiza (CeSAC N° 12),-58.474181498577,-34.5698990652546,community health center,14
33,Centro de Salud Nivel 1 Villa Pueyrredón (CeSAC N° 2),-58.5095049729635,-34.5765506369991,community health center,16
34,Centro de Salud Nivel 1 Flores 4 (CeSAC N° 40),-58.445859786121595,-34.6449083981669,community health center,19
35,Centro de Salud Nivel 1 Villa Lugano 3 (CeSAC N° 14),-58.4742515422757,-34.6603247715799,community health center,10
36,Centro de Salud Nivel 1 Parque Avellaneda (CeSAC N° 13),-58.483235877426004,-34.6444000222992,community health center,10
37,Centro de Salud Nivel 1 Parque Patricios 2 (CeSAC N° 39),-58.409915411167496,-34.6310049373664,community health center,40
38,Centro de Salud Nivel 1 Barracas 5 (CeSAC N° 32),-58.4311153015132,-34.6541335610707,community health center,46
39,Centro de Salud Nivel 1 Barracas 3 (CeSAC N° 16),-58.3747016835991,-34.6518714830613,community health center,32
40,Centro de Salud Nivel 1 Parque Patricios (CeSAC N° 10),-58.383495108401,-34.6334209011968,community health center,32
41,Centro de Salud Nivel 1 Barracas 1 (CeSAC N° 1),-58.389377681427,-34.6492762975786,community health center,32
42,Centro de Salud Nivel 1 La Paternal 2 (CeSAC N° 22),-58.459167932937405,-34.6008674677704,community health center,27
43,Centro de Salud Nivel 1 La Paternal 1 (CeSAC N° 34),-58.478243668904604,-34.6066090836738,community health center,29
0,HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE,-58.3775508488443,-34.6288473603882,public hospital,32
1,HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ,-58.412070076945604,-34.5941919726393,public hospital,44
2,HOSPITAL DE ODONTOLOGIA DR. RAMON CARRILLO (EX NACIONAL),-58.4005143372538,-34.584767128645396,public hospital,44
3,HOSPITAL DE SALUD MENTAL BRAULIO MOYANO,-58.385155911888894,-34.6394041316484,public hospital,32
4,HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO,-58.391311440653496,-34.6341535760002,public hospital,40
5,INSTITUTO DE ZOONOSIS L. PASTEUR,-58.4349433479819,-34.6084721257413,public hospital,11
6,HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER,-58.3758433488021,-34.6302112044495,public hospital,32
7,HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA,-58.3823284509488,-34.6357022351559,public hospital,32
8,HOSPITAL DE SALUD MENTAL J. T. BORDA,-58.382128374695796,-34.6364350546569,public hospital,32
9,HOSPITAL DE ODONTOLOGIA INFANTIL DON BENITO QUINQUELA MARTIN,-58.3601201271455,-34.638891732083394,public hospital,24
10,INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.),-58.4409882382439,-34.5538963316473,public hospital,1
11,HOSPITAL MATERNO INFANTIL R. SARDA,-58.4027506275377,-34.634856308414996,public hospital,40
12,HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE,-58.46018557755279,-34.6054342750207,public hospital,7
13,HOSPITAL DE ODONTOLOGIA  JOSE DUEÑAS,-58.4276597542837,-34.614634834842896,public hospital,12
14,HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE,-58.4332484381295,-34.6070507603866,public hospital,11
15,HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA,-58.432396695024394,-34.6255031952483,public hospital,11
16,HOSPITAL DE OFTALMOLOGIA SANTA LUCIA,-58.394064160474606,-34.622712507512496,public hospital,5
17,HOSPITAL DE REHABILITACION M. ROCCA,-58.5021449222223,-34.6179817540591,public hospital,33
18,HOSPITAL DE INFECCIOSAS F. MUÑIZ,-58.393726941322605,-34.637529325841605,public hospital,40
19,HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR,-58.4752588459762,-34.5972098729152,public hospital,27
20,HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA,-58.400513457442294,-34.5847659581214,public hospital,44
21,HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH,-58.36598508871899,-34.6283448581677,public hospital,24
22,HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ,-58.406893914278704,-34.581141710889,public hospital,0
23,HOSPITAL GENERAL DE AGUDOS DR. C. DURAND,-58.437981361705106,-34.6089728538415,public hospital,11
24,HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ,-58.4695020363265,-34.624170494011395,public hospital,19
25,HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA,-58.4096107488156,-34.6176598438607,public hospital,4
26,HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO,-58.4710781593251,-34.565051956568,public hospital,42
27,HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA,-58.5110525000569,-34.599979524264,public hospital,23
28,HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD,-58.50761514091999,-34.6253367952668,public hospital,33
29,HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI,-58.515629193670904,-34.6491867281064,public hospital,21
30,HOSPITAL GENERAL DE AGUDOS J. A. PENNA,-58.4108602188292,-34.6431172591975,public hospital,40
31,HOSPITAL GENERAL DE AGUDOS DR. E. TORNU,-58.4710976282168,-34.5873917690227,public hospital,47
32,HOSPITAL GENERAL DE AGUDOS P. PIÑERO,-58.4541167814714,-34.643894071866,public hospital,19
33,HOSPITAL CECILIA GRIERSON,-58.4566428491104,-34.6718480140772,public hospital,30
34,HOSP. DE PEDIATRIA DR. J. GARRAHAN,-58.39187918138829,-34.6299453614404,public hospital,40
35,TALLERES PROTEGIDOS DE REHABILITACION PSIQUIATRICA,-58.38142933818911,-34.6419888014928,public hospital,32
0,AV LOPE DE VEGA,-58.5080720511654,-34.6268150764954,pharmacy,33
1,AV JUAN B. JUSTO,-58.4689759825657,-34.6117065912837,pharmacy,7
2,GUEMES,-58.409305280589294,-34.5917612010672,pharmacy,44
3,CARHUE,-58.524821102596796,-34.6396159502234,pharmacy,21
4,AV ALVAREZ JONTE,-58.5066499006764,-34.620429037658404,pharmacy,33
5,AV JUAN B. JUSTO,-58.473068527620704,-34.6147341624871,pharmacy,7
6,AV ELCANO,-58.4607373411615,-34.5819643320509,pharmacy,3
7,AV MONROE,-58.467538589990205,-34.562751300528696,pharmacy,42
8,DOBLAS,-58.431237663731096,-34.6190991231819,pharmacy,11
9,AV ALVAREZ JONTE,-58.475430633001004,-34.6059650568962,pharmacy,29
10,CERVIÑO,-58.4067079956806,-34.580810643854605,pharmacy,0
11,PICHINCHA,-58.3988675193096,-34.6102617943773,pharmacy,4
12,AV CORDOBA,-58.417086792402294,-34.5976587375453,pharmacy,0
13,JUNCAL,-58.405804635701706,-34.5882188107416,pharmacy,44
14,JOSE E. RODO,-58.510066063646605,-34.663739316340006,pharmacy,18
15,PI Y MARGALL,-58.366070868342,-34.6274637125129,pharmacy,24
16,LAGUNA,-58.470149145441596,-34.6470303371374,pharmacy,10
17,AV PEDRO GOYENA,-58.42816304167,-34.6250530668799,pharmacy,11
18,AV CORDOBA,-58.386958425998294,-34.5994736998096,pharmacy,43
19,AV CASEROS,-58.390871129602395,-34.6344294207626,pharmacy,40
20,AV CABILDO,-58.463059090850706,-34.555332354623,pharmacy,2
21,AV INDEPENDENCIA,-58.41524533893129,-34.6206913507133,pharmacy,12
22,AV INDEPENDENCIA,-58.392235263531106,-34.6183673727072,pharmacy,5
23,AV OLAZABAL,-58.488415015689895,-34.5777881496034,pharmacy,14
24,AV DR. RICARDO BALBIN,-58.4793748105058,-34.5569571537132,pharmacy,42
25,LACARRA,-58.4800149557148,-34.6410751995652,pharmacy,10
26,GURRUCHAGA,-58.4395623922373,-34.5956962732221,pharmacy,6
27,SANABRIA,-58.5045151916102,-34.6130178994198,pharmacy,33
28,ARTIGAS,-58.4911332029984,-34.5909064224523,pharmacy,25
30,AV JUAN B. JUSTO,-58.459531965188,-34.605000933028194,pharmacy,7
31,HABANA,-58.5114087030521,-34.596816873190605,pharmacy,23
32,AV RAUL SCALABRINI ORTIZ,-58.433137602368795,-34.5960412656,pharmacy,6
33,ADOLFO ALSINA,-58.404497139387296,-34.6122096134724,pharmacy,4
34,AV DIRECTORIO,-58.4373753854688,-34.628363476972396,pharmacy,11
35,TENIENTE GENERAL JUAN D PERON,-58.3977204981353,-34.60734697631,pharmacy,4
36,J B ALBERDI,-58.502828682400704,-34.6516579254643,pharmacy,18
37,AV VARELA,-58.453687741985796,-34.6437502781349,pharmacy,19
38,TUCUMAN,-58.4046173912177,-34.6019997227836,pharmacy,4
39,AV CORRIENTES,-58.416267888915904,-34.6038734260704,pharmacy,12
40,J. RAMIREZ DE VELAZCO,-58.434830782628005,-34.6006735767969,pharmacy,6
41,TINOGASTA,-58.501166057174,-34.6040081487804,pharmacy,29
42,FORMOSA,-58.429286632571795,-34.6209608802814,pharmacy,11
43,AV ALVAREZ THOMAS,-58.4487034118841,-34.5816268390841,pharmacy,26
45,SANCHEZ DE BUSTAMANTE,-58.4148545366559,-34.6045315422879,pharmacy,12
46,LISANDRO DE LA TORRE,-58.50858750566339,-34.6558609261667,pharmacy,18
47,AV TRIUNVIRATO,-58.4940759903973,-34.567279162447,pharmacy,14
48,MONROE,-58.46073107955879,-34.5586188758738,pharmacy,1
49,MARIANO ACHA,-58.4808200603911,-34.5678580281905,pharmacy,14
50,PALPA,-58.4517010017325,-34.577015777024,pharmacy,28
51,IBERA,-58.4731460148112,-34.5584193616247,pharmacy,42
53,AV JUAN B. ALBERDI,-58.486320406937,-34.6403808317407,pharmacy,22
54,BURELA,-58.494933733973,-34.5736611554451,pharmacy,14
55,BONPLAND,-58.43884218623429,-34.584905334559195,pharmacy,0
56,MORENO,-58.415824613911,-34.614314086326196,pharmacy,12
57,AV LISANDRO DE LA TORRE,-58.5046317613118,-34.659158054433604,pharmacy,18
58,PEDRO MORAN,-58.504731220924796,-34.5977706382228,pharmacy,23
59,AV TRIUNVIRATO,-58.476322904475495,-34.5795442276807,pharmacy,3
60,AV JUAN B. ALBERDI,-58.4481086261516,-34.6252699943768,pharmacy,11
61,SARMIENTO,-58.41618740076571,-34.6058022599607,pharmacy,12
63,ALSINA,-58.376127942093895,-34.6102814901623,pharmacy,36
64,TENIENTE GENERAL JUAN D PERON,-58.421105836378004,-34.6058646559658,pharmacy,12
65,TEODORO GARCIA,-58.448785889929106,-34.5744590527005,pharmacy,28
66,VUELTA DE OBLIGADO,-58.4603195623141,-34.5558856669389,pharmacy,1
67,AV FEDERICO LACROZE,-58.4459084173517,-34.5712931604253,pharmacy,28
68,AV FEDERICO LACROZE,-58.4499522219815,-34.5792733186869,pharmacy,28
69,AV SALVADOR MARIA DEL CARRIL,-58.4983447727297,-34.5910126321605,pharmacy,25
70,SANABRIA,-58.5075447849769,-34.61007255417,pharmacy,23
71,AV LA PLATA,-58.4213404843261,-34.6449096146543,pharmacy,46
72,AV NAZCA,-58.4810425704027,-34.6122167704764,pharmacy,31
74,BARTOLOME MITRE,-58.4300208171897,-34.6106905334337,pharmacy,12
75,AV DIAZ VELEZ,-58.4213735407535,-34.6083987270999,pharmacy,12
77,ARCOS,-58.4541886584682,-34.5596694665158,pharmacy,1
78,LAVALLE,-58.387767324474495,-34.6030510115068,pharmacy,43
79,FRAY J.S. DE ORO,-58.4200636770384,-34.5738642810817,pharmacy,0
80,JURAMENTO,-58.480795495685605,-34.577113479173,pharmacy,14
81,AV PTE. FIGUEROA ALCORTA,-58.3921469701809,-34.5828561356135,pharmacy,44
82,AV MONROE,-58.471044260176896,-34.565476750226004,pharmacy,1
83,AV CORDOBA,-58.43313118953589,-34.5920749651749,pharmacy,0
84,AV CABILDO,-58.46560528156321,-34.5517741861103,pharmacy,2
85,AV CERVIÑO,-58.422616210773,-34.5755929434145,pharmacy,0
86,VENEZUELA,-58.3876222148203,-34.614831750236505,pharmacy,36
87,JUAN F. SEGUI,-58.4096603803173,-34.5785728611312,pharmacy,0
88,AV GAONA,-58.46904548964021,-34.6175812975435,pharmacy,7
89,VIDAL,-58.462640939428994,-34.5618011956616,pharmacy,1
90,VIRREY DEL PINO,-58.4537374842173,-34.5667069593993,pharmacy,1
91,AV CRISOLOGO LARRALDE,-58.4750574911666,-34.552625200632804,pharmacy,15
92,TACUARI,-58.3783933181141,-34.6237659962574,pharmacy,38
93,AV CORRIENTES,-58.399278496068,-34.6044469739505,pharmacy,4
94,BESARES,-58.4696835241495,-34.544489215892895,pharmacy,2
95,COMBATIENTES DE MALVINAS,-58.4721696248768,-34.5845045567555,pharmacy,3
96,LAVALLE,-58.386820297594795,-34.602607241146394,pharmacy,43
97,JOSE PACHECO DE MELO,-58.4038042726134,-34.5854776517032,pharmacy,44
98,ALVAREZ THOMAS,-58.4589657615226,-34.578552988510296,pharmacy,26
99,IRIGOYEN,-58.523581859687006,-34.6227002845254,pharmacy,45
100,AV SEGUROLA,-58.4883754651097,-34.629349857030896,pharmacy,22
101,PEDRO I. RIVERA,-58.4968128874372,-34.5764959829143,pharmacy,14
102,AVALOS,-58.4795389007429,-34.5824602181167,pharmacy,47
103,AV AVELLANEDA,-58.459868371803395,-34.6227312304387,pharmacy,19
105,AV JUAN B. JUSTO,-58.5219873506606,-34.633649451912,pharmacy,20
106,AV ANGEL GALLARDO,-58.4449744920963,-34.6069440125422,pharmacy,6
107,POLA,-58.5109650417832,-34.6418966542697,pharmacy,21
108,GALLO,-58.410893869831106,-34.5953617729137,pharmacy,44
109,URUGUAY,-58.387340091065205,-34.5960092306526,pharmacy,44
110,AV SOLDADO DE LA FRONTERA,-58.466189659579896,-34.682937295255996,pharmacy,30
111,CHARLONE,-58.4693382890445,-34.580377052982804,pharmacy,3
112,MOLDES,-58.460690762644795,-34.5619314420785,pharmacy,1
113,AV RAUL SCALABRINI ORTIZ,-58.419462370278,-34.5875453590371,pharmacy,0
114,AV RAUL SCALABRINI ORTIZ,-58.4192539786193,-34.5869810743291,pharmacy,0
115,AV PUEYRREDON,-58.4031652667299,-34.5974842526061,pharmacy,44
116,TENIENTE GENERAL JUAN D PERON,-58.41891837769171,-34.6067753927338,pharmacy,12
117,AV CABILDO,-58.461219288712705,-34.557202778129394,pharmacy,1
118,BRASIL,-58.3973092583579,-34.6307532805789,pharmacy,40
119,AV DEL LIBERTADOR,-58.4528804424914,-34.5509746361263,pharmacy,1
120,AV SAN MARTIN,-58.4879304346511,-34.5972133520758,pharmacy,25
121,PEDRO MORAN,-58.5214985088039,-34.608608549399904,pharmacy,23
122,TUCUMAN,-58.4106807406271,-34.6004442930209,pharmacy,4
123,ARAOZ,-58.412825426543705,-34.584057905753696,pharmacy,0
124,AV GAONA,-58.465327263243104,-34.6163328111716,pharmacy,19
125,AV ALBARELLOS,-58.5096479632459,-34.5772678338167,pharmacy,16
126,AV RIVADAVIA,-58.5229873283541,-34.6390564182498,pharmacy,21
127,AV SAN MARTIN,-58.4650474748271,-34.6030034398937,pharmacy,7
128,AV JUAN B. ALBERDI,-58.5057623843945,-34.6547300178055,pharmacy,18
129,AV RIVADAVIA,-58.477755058594,-34.6326362987764,pharmacy,8
130,AV SAN PEDRITO,-58.4678164156131,-34.6342821423165,pharmacy,19
131,AV OLAZABAL,-58.4854559861215,-34.5764643753964,pharmacy,14
132,VIRREY DEL PINO,-58.4543261188371,-34.5670456823887,pharmacy,1
133,AV BOEDO,-58.4165235586839,-34.6184227959282,pharmacy,12
134,FERNANDEZ DE ENCISO,-58.512407377140796,-34.601198266115496,pharmacy,23
135,AV LA PLATA,-58.425924555514,-34.6297001900707,pharmacy,39
136,AV BEIRO FRANCISCO,-58.4974553945313,-34.5972578643562,pharmacy,29
137,CABRERA JOSE ANTONIO,-58.432194967373896,-34.5902011116424,pharmacy,0
138,YRIGOYEN HIPOLITO,-58.3872602116645,-34.6102000137848,pharmacy,36
139,AV NAZCA,-58.4896697232187,-34.60149479502,pharmacy,29
140,PADILLA,-58.4431368298588,-34.5997391327949,pharmacy,6
141,SARMIENTO,-58.396739804187206,-34.606110412899,pharmacy,4
142,AV CNEL CARDENAS,-58.501665170484294,-34.6673061232399,pharmacy,18
144,AV RIVADAVIA,-58.4012924858726,-34.609680563656,pharmacy,4
145,AV CORRIENTES,-58.4122413481085,-34.604272186733105,pharmacy,4
146,AV ASAMBLEA,-58.437237676571506,-34.6347440432703,pharmacy,9
147,AV LOPE DE VEGA,-58.5005830843023,-34.6325077990912,pharmacy,17
148,MOLDES,-58.45847022437199,-34.5646479308772,pharmacy,1
149,AV GRAL. MOSCONI,-58.5072617359377,-34.5895675189305,pharmacy,16
150,ESPINOSA,-58.45970511666079,-34.6024926250675,pharmacy,27
151,AV GAONA,-58.4615551938097,-34.614884723676,pharmacy,19
152,AV CORRIENTES,-58.446978980438395,-34.59200946854,pharmacy,26
153,AV AVELLANEDA,-58.4834189369839,-34.6292479635397,pharmacy,8
154,MANUELA PEDRAZA,-58.4833416747863,-34.5606940076791,pharmacy,14
155,AV PUEYRREDON,-58.4046818587772,-34.600766318492695,pharmacy,4
156,AV SAN JUAN,-58.4217062605824,-34.6260839278423,pharmacy,39
157,LLAVALLOL,-58.511754071133296,-34.587404674411005,pharmacy,23
158,AV TRIUNVIRATO,-58.464464149468,-34.584542314147804,pharmacy,3
159,AV SAENZ,-58.4166276752356,-34.650555574102604,pharmacy,46
160,AV GAONA,-58.45430543828011,-34.6115658138242,pharmacy,11
161,CORRALES,-58.4430199748471,-34.6647206032367,pharmacy,37
162,AV BEIRO FRANCISCO,-58.5253864914275,-34.614000626671704,pharmacy,45
163,TUCUMAN,-58.39985938745621,-34.6023682600541,pharmacy,4
164,AV PTE. MANUEL QUINTANA,-58.389978801377296,-34.5881309551189,pharmacy,44
165,AV PUEYRREDON,-58.40490412867229,-34.6032169775441,pharmacy,4
166,MAHATMA GANDHI,-58.441817990532996,-34.6041869588628,pharmacy,6
167,AVELLANEDA,-58.4429792750537,-34.6163843493903,pharmacy,11
168,COBO,-58.431385380327605,-34.6413783723093,pharmacy,9
169,AV CASTAÑARES,-58.4710909749286,-34.6657170275988,pharmacy,30
170,CIUDAD DE LA PAZ,-58.4670613542958,-34.5523041251325,pharmacy,2
171,CONESA,-58.463273346719504,-34.5639723907479,pharmacy,1
172,AV FEDERICO LACROZE,-58.449555281306296,-34.578613830883896,pharmacy,28
173,AV DIAZ VELEZ,-58.430758141648,-34.6085603807426,pharmacy,11
174,AV CARABOBO,-58.445227030049,-34.6422972982154,pharmacy,19
175,VIEDMA FRANCISCO DE,-58.526691158173,-34.6381681353956,pharmacy,21
176,AV ENTRE RIOS,-58.3908766794501,-34.6279396246168,pharmacy,38
177,CONSTITUCION,-58.3836347327784,-34.624874567737,pharmacy,38
178,AV INDEPENDENCIA,-58.3957295729638,-34.6181873781331,pharmacy,4
179,RIOBAMBA,-58.3934351243083,-34.6062217612577,pharmacy,4
180,ESPINOSA,-58.4566234951501,-34.605214120311196,pharmacy,11
181,CURAPALIGÜE,-58.4483133206851,-34.6340528739957,pharmacy,9
182,AV PAVON,-58.4229180769106,-34.6308829199951,pharmacy,39
184,PEDRO MORAN,-58.5177682576308,-34.6058890446133,pharmacy,23
185,NEUQUEN,-58.4562421000772,-34.6158651886334,pharmacy,11
186,AV SANTA FE,-58.41915236067489,-34.5832009938266,pharmacy,0
187,AV COMBATIENTES DE MALVINAS,-58.4710370970123,-34.5866817357703,pharmacy,3
188,AV SEGUROLA,-58.498062482821204,-34.6216748679176,pharmacy,22
189,AV SAN JUAN,-58.4046145541558,-34.624262876231,pharmacy,5
190,PEÑA,-58.4060730796503,-34.5852706214863,pharmacy,44
191,URQUIZA,-58.4081036636079,-34.6338431289847,pharmacy,40
192,AV CORDOBA,-58.4076606477471,-34.5982226654336,pharmacy,4
193,MANUEL UGARTE,-58.4625714425272,-34.556695206133696,pharmacy,1
194,AV BELGRANO,-58.414177805087,-34.615703148491605,pharmacy,12
195,AV RIVADAVIA,-58.4540492525546,-34.6258266095213,pharmacy,19
196,NICASIO OROÑO,-58.45896471051479,-34.6083221845972,pharmacy,11
197,AV RIVADAVIA,-58.3998578315131,-34.6099385305885,pharmacy,4
198,JURAMENTO,-58.4637396629712,-34.5660091034919,pharmacy,1
199,AV CABILDO,-58.4644312353192,-34.553215877620694,pharmacy,2
200,LAVALLE,-58.395287906288004,-34.6033839505376,pharmacy,4
201,AV CORRIENTES,-58.4418170789474,-34.5968095552312,pharmacy,6
202,HONDURAS,-58.4146262868729,-34.5942021219401,pharmacy,0
203,CORRALES,-58.47023897066261,-34.6890914128166,pharmacy,34
204,PARAGUAY,-58.41882996872501,-34.5890294178636,pharmacy,0
205,AV BELGRANO,-58.413056061306804,-34.615296158284195,pharmacy,12
206,AV DEL LIBERTADOR,-58.4425682721584,-34.5623776834686,pharmacy,1
207,AV ALVAREZ JONTE,-58.490142184633505,-34.6114425873973,pharmacy,31
208,AV DIRECTORIO,-58.445386822086704,-34.6295369115996,pharmacy,11
209,PEDERNERA,-58.4613780628269,-34.636030986761796,pharmacy,19
210,AV RIVADAVIA,-58.3947193546204,-34.609562038101394,pharmacy,4
211,SANTA MAGDALENA,-58.3798354078335,-34.6504081314035,pharmacy,32
212,IRIGOYEN B.,-58.3802480041807,-34.6133768688265,pharmacy,36
213,AV BELGRANO,-58.3848829376941,-34.613531627502304,pharmacy,36
214,JORGE NEWBERY,-58.4350042827843,-34.567810699131996,pharmacy,0
215,AV JUAN B. JUSTO,-58.453936610813294,-34.6011793056265,pharmacy,6
216,AV RIVADAVIA,-58.414800880335996,-34.610941610501,pharmacy,12
217,HIDALGO,-58.441379630148404,-34.60825833453,pharmacy,11
218,AV INDEPENDENCIA,-58.3973892429704,-34.6182843444253,pharmacy,4
